Province,District,Sector,Identifier,pop2012,pop2022,pop2022_urbM,pop2022_urbF,pop2022_rurM,pop2022_rurF,sector_household_size,nDwellings_urb,nDwellings_rur,Wood with mud,Sun dried bricks,All non durable wall materials,Cement blocks,Concrete,Stone,Timber,Burnt bricks,Roof Iron Sheets,Roof Tiles,Roof Concrete,Roof Grass
Western Province,Ngororero,Kavumu,NgororeroKavumu,"28,165","32,791",,,"15,019","17,772",4.07788007,0,8041.187931,3.707422267,95.89197593,0,0,0,0.100200602,0,0.200401204,13.9,86,0,0
Western Province,Ngororero,Matyazo,NgororeroMatyazo,"25,914","27,673",,,"12,962","14,711",4.023580786,0,6877.70458,4.036326943,94.14732593,0,0,0,0.201816347,0,1.614530777,31.03106212,68.76883768,0,0.1001002
Western Province,Ngororero,Muhanda,NgororeroMuhanda,"28,247","31,869",,,"14,678","17,191",4.134527983,0,7708.014102,3.480122951,95.70338115,0.204713115,0,0,0.204713115,0,0.307069672,20.04012036,79.65947844,0,0.2004012
Western Province,Ngororero,Muhororo,NgororeroMuhororo,"21,463","22,273",,,"10,488","11,785",3.866597186,0,5760.362129,1.414127144,98.18082745,0,0.101009082,0,0.101009082,0,0.303027245,20.4,79.6,0,0
Western Province,Ngororero,Ndaro,NgororeroNdaro,"22,762","24,444",,,"11,317","13,127",3.846953236,0,6354.119352,3.225806452,95.16129032,0,0,0,0.100806452,0,1.512096774,8.6,91.4,0,0
Western Province,Ngororero,Ngororero,NgororeroNgororero,"34,559","38,823","4,357","4,749","13,897","15,820",3.773395657,2413.211025,7875.399959,1.206024096,97.78845382,0,0,0,0.100502008,0,1.00502008,49.7,50.2,0,0
Western Province,Ngororero,Nyange,NgororeroNyange,"21,932","24,859",,,"11,536","13,323",3.828038248,0,6493.926756,2.119090909,95.66181818,0,0,0,0.302727273,0,1.816363636,7.40740741,92.59259259,0,0
Western Province,Ngororero,Sovu,NgororeroSovu,"26,855","31,966",,,"14,715","17,251",4.161046739,0,7682.201621,2.505015045,96.79378134,0,0,0,0.100200602,0,0.501003009,14.1,85.8,0,0.1
Western Province,Nyabihu,Bigogwe,NyabihuBigogwe,"31,657","34,439","12,067","13,331","4,318","4,723",4.322816468,5875.336182,2091.460525,10.27183099,78.44859155,0.100704225,1.711971831,0,7.754225352,1.007042254,0.805633803,90.49049049,9.50950951,0,0
Western Province,Nyabihu,Jenda,NyabihuJenda,"34,648","43,168","9,618","10,736","10,836","11,978",4.167310665,4884.2051,5474.513862,5.823293173,92.36947791,0.100401606,0,0,0.903614458,0.100401606,0.702811245,73.11935807,26.88064193,0,0
Western Province,Nyabihu,Jomba,NyabihuJomba,"20,610","21,897",,,"10,253","11,644",4.151917964,0,5273.948134,1.705120482,97.69337349,0,0,0,0.100301205,0,0.401204819,23.2,76.7,0,0
Western Province,Nyabihu,Kabatwa,NyabihuKabatwa,"18,971","20,841",,,"9,907","10,934",4.120689655,0,5057.648536,24.59233912,62.14412666,1.020429009,0,0,6.428702758,5.000102145,0.714300307,98.095996,2.004004,0,0
Western Province,Nyabihu,Karago,NyabihuKarago,"25,681","25,832",,,"12,090","13,742",4.094003499,0,6309.716151,7.607607608,91.89189189,0,0,0,0.2002002,0,0.3003003,27.32732733,72.67267267,0,0
Western Province,Nyabihu,Kintobo,NyabihuKintobo,"15,379","15,315",,,"7,153","8,162",4.167755991,0,3674.63931,15.24573721,84.35305918,0.100300903,0,0,0.200601805,0,0.100300903,31.4,68.5,0,0
Western Province,Nyabihu,Mukamira,NyabihuMukamira,"28,675","33,013","10,485","11,776","5,011","5,741",4.141311187,5375.350703,2596.279177,2.525252525,94.64646465,0,0,0,1.01010101,0.101010101,1.717171717,53.8,46.3,0,0
Western Province,Nyabihu,Muringa,NyabihuMuringa,"22,876","22,599",,,"10,606","11,993",4.226838855,0,5346.548751,1.501501502,98.1981982,0,0,0,0.1001001,0,0.2002002,14.8,85.1,0,0
Western Province,Nyabihu,Rambura,NyabihuRambura,"28,484","28,820","1,994","2,399","11,441","12,986",4.140926086,1060.873802,5898.922003,6.707317073,92.58130081,0,0,0,0.203252033,0,0.508130081,35.53553554,64.46446446,0,0
Western Province,Nyabihu,Rugera,NyabihuRugera,"24,236","26,938",,,"12,554","14,384",4.223634652,0,6377.919073,40.36160804,59.03638191,0,0,0,0.10040201,0,0.40160804,71.7,28.2,0,0
Western Province,Nyabihu,Rurembo,NyabihuRurembo,"23,689","24,399",,,"11,500","12,899",4.193914389,0,5817.715322,44.64464464,55.15515516,0,0,0,0.1001001,0,0.1001001,30.5,69.5,0,0
Western Province,Nyabihu,Shyira,NyabihuShyira,"19,834","21,786","2,703","2,918","7,536","8,629",3.931563741,1429.711018,4111.595554,6.118373494,91.37439759,0,1.203614458,0,0.20060241,0,1.003012048,70.27027027,29.72972973,0,0
Eastern Province,Nyagatare,Gatunda,NyagatareGatunda,"27,776","35,310",,,"16,767","18,543",3.856236324,0,9156.596493,5.5,93.8,0.3,0.1,0.2,0.1,0,0,99.4,0.6,0,0
Eastern Province,Nyagatare,Karama,NyagatareKarama,"26,994","32,949","2,510","2,792","13,117","14,530",3.977971435,1332.840139,6950.024767,4.5,94.5,0.3,0.1,0.6,0.1,0,0,99.2,0.7,0,0
Eastern Province,Nyagatare,Karangazi,NyagatareKarangazi,"57,444","96,915","13,464","13,879","34,556","35,016",4.154731623,6581.171175,16745.24526,4.7,93.4,0.8,0.3,0.8,0.1,0,0,99.8,0,0,0
Eastern Province,Nyagatare,Katabagemu,NyagatareKatabagemu,"34,033","43,719",,,"21,082","22,637",4.037896294,0,10827.17257,0.9,97.6,0.5,0.3,0.6,0,0,0,99.7998998,0.1001002,0,0
Eastern Province,Nyagatare,Kiyombe,NyagatareKiyombe,"17,152","18,801",,,"8,956","9,845",3.897717842,0,4823.591845,28.1,70.9,0.1,0.1,0.7,0.1,0,0,99.5,0.4,0,0
Eastern Province,Nyagatare,Matimba,NyagatareMatimba,"23,704","28,487","5,679","6,103","8,092","8,613",3.99100239,2952.140552,4185.665246,13.4,81.4,2.9,0.3,1.9,0.1,0,0,99.8998999,0.1001001,0,0
Eastern Province,Nyagatare,Mimuri,NyagatareMimuri,"27,211","34,373","4,237","4,583","12,253","13,300",3.733906046,2362.137636,6843.503742,6.5,92.6,0.3,0.2,0.2,0.2,0,0,97.4,2.6,0,0
Eastern Province,Nyagatare,Mukama,NyagatareMukama,"21,679","25,659",286,298,"12,055","13,020",3.819347146,152.9057134,6565.258156,11.4,86.9,0.7,0.5,0.4,0.2,0,0,98.5,1.4,0,0
Eastern Province,Nyagatare,Musheri,NyagatareMusheri,"32,204","37,343","3,152","3,355","15,116","15,720",4.371894046,1488.370928,7053.235892,3.4,95.8,0.2,0.1,0.3,0.1,0,0,99.9,0,0,0
Eastern Province,Nyagatare,Nyagatare,NyagatareNyagatare,"52,107","81,915","17,317","16,861","23,458","24,279",3.887747722,8791.20829,12278.83171,3.2,84.6,8.3,1.9,1.9,0.2,0,0,99.4,0.2,0,0
Eastern Province,Nyagatare,Rukomo,NyagatareRukomo,"34,218","43,650","9,001","9,846","11,891","12,912",3.99459509,4718.125261,6209.139961,2.5,94.7,0.8,0.9,1.1,0,0,0,99.9,0.1,0,0
Eastern Province,Nyagatare,Rwempasha,NyagatareRwempasha,"20,512","38,592","2,215","2,285","17,019","17,073",4.211073422,1068.611147,8095.798051,5.6,92.1,0.7,0.2,1.2,0.2,0,0,99.6,0,0,0
Eastern Province,Nyagatare,Rwimiyaga,NyagatareRwimiyaga,"57,527","82,620","17,897","18,808","22,788","23,127",4.260059187,8616.077474,10778.01927,5.6,93.1,0.4,0.2,0.7,0.1,0,0,99.9,0,0,0
Eastern Province,Nyagatare,Tabagwe,NyagatareTabagwe,"33,294","53,528","1,635","1,691","24,197","26,005",4.245116722,783.4884687,11825.82324,7.5,90.8,0.2,0.7,0.7,0.2,0,0,99.9,0,0,0
Southern Province,Nyamagabe,Buruhukiro,NyamagabeBuruhukiro,"23,086","27,146",,,"12,955","14,191",3.98107672,0,6818.758318,72.70896274,10.17119839,0,0.100704935,0,0.402819738,0,16.6163142,5,94.9,0,0
Southern Province,Nyamagabe,Cyanika,NyamagabeCyanika,"24,549","25,693",434,476,"11,818","12,965",3.745658836,242.9479138,6616.459504,86.20403226,12.28608871,0,0.402822581,0,0,0,1.007056452,34.7,65.2,0,0
Southern Province,Nyamagabe,Gasaka,NyamagabeGasaka,"41,522","41,558","13,849","15,733","5,640","6,336",4.29237195,6891.760627,2790.065758,73.64744233,18.83771314,0,0.100200602,0,0.701404213,0.100200602,6.513039117,80.4,19.5,0,0
Southern Province,Nyamagabe,Gatare,NyamagabeGatare,"15,476","19,151",,,"9,781","9,370",4.009863259,0,4775.973334,68.44221106,26.73366834,0,0,0,0.201005025,0,4.623115578,5.30530531,94.69469469,0,0
Southern Province,Nyamagabe,Kaduha,NyamagabeKaduha,"20,614","22,898","1,290","1,416","9,689","10,503",3.834982391,705.609498,5265.213224,72.67267267,25.22522523,0.1001001,0.1001001,0,0.1001001,0,1.801801802,16.63326653,83.36673347,0,0
Southern Province,Nyamagabe,Kamegeri,NyamagabeKamegeri,"13,579","14,400",,,"6,782","7,618",3.844776917,0,3745.340838,91.29138277,7.807815631,0,0,0,0.1001002,0,0.700701403,45.63677355,54.46322645,0,0
Southern Province,Nyamagabe,Kibirizi,NyamagabeKibirizi,"21,479","23,287",633,691,"10,552","11,411",4.223109015,313.5131002,5200.670862,90.67201605,6.018054163,0,0,0,0.100300903,0,3.209628887,30.03003003,69.96996997,0,0
Southern Province,Nyamagabe,Kibumbwe,NyamagabeKibumbwe,"12,518","13,767",,,"6,461","7,306",3.894453877,0,3535.027102,91.38276553,6.813627255,0,0,0,0,0,1.803607214,21.5,78.5,0,0
Southern Province,Nyamagabe,Kitabi,NyamagabeKitabi,"25,463","28,172",,,"13,342","14,830",4.261666667,0,6610.559249,83.35005015,6.118355065,0,0,0,0.300902708,0,10.23069208,38.13817635,61.76182365,0,0
Southern Province,Nyamagabe,Mbazi,NyamagabeMbazi,"11,876","12,511",,,"5,929","6,582",3.807856273,0,3285.57569,85.38538539,13.91391391,0,0.2002002,0,0.1001001,0,0.4004004,25.8,74.1,0,0
Southern Province,Nyamagabe,Mugano,NyamagabeMugano,"18,152","19,738",,,"9,412","10,326",3.758285714,0,5251.862551,53.30682731,45.29076305,0,0,0,0,0,1.202409639,6.51303912,93.38696088,0,0
Southern Province,Nyamagabe,Musange,NyamagabeMusange,"18,680","20,345",,,"9,885","10,460",3.823584728,0,5320.92302,9.62888666,88.9669007,0,0,0,0.200601805,0,1.203610833,7.40740741,92.59259259,0,0
Southern Province,Nyamagabe,Musebeya,NyamagabeMusebeya,"18,689","20,416",,,"9,551","10,865",3.989051808,0,5118.008234,79.7,12,0.3,0,0,0.2,0,7.9,6.2,93.7,0,0
Southern Province,Nyamagabe,Mushubi,NyamagabeMushubi,"12,777","13,972",,,"6,524","7,448",3.911229348,0,3572.27837,92.6780341,4.112337011,0,0.100300903,0,0.100300903,0,3.009027081,5.60560561,94.39439439,0,0
Southern Province,Nyamagabe,Nkomane,NyamagabeNkomane,"16,362","18,012",,,"8,411","9,601",3.960176018,0,4548.282682,75.32620482,21.66506024,0,0,0,0,0,2.90873494,4.6,95.3,0,0
Southern Province,Nyamagabe,Tare,NyamagabeTare,"22,765","24,561","2,498","2,576","9,196","10,291",4.010339734,1265.229466,4859.189319,74.82429435,11.58114919,0.100705645,0.20141129,0,0.503528226,0,12.68891129,34.03406814,65.86593186,0,0
Southern Province,Nyamagabe,Uwinkingi,NyamagabeUwinkingi,"23,904","25,874",468,528,"11,625","13,253",4.109451946,242.3680854,6053.848622,65.42746479,23.91971831,0,0,0,0.100503018,0,10.45231388,16.91691692,83.08308308,0,0
Western Province,Nyamasheke,Bushekeri,NyamashekeBushekeri,"24,879","29,680",761,790,"13,306","14,823",4.705405405,329.6209075,5978.01838,33.09929789,41.22367101,0,0.100300903,0,0.601805416,15.84754263,9.127382147,97.29187563,2.70812437,0,0
Western Province,Nyamasheke,Bushenge,NyamashekeBushenge,"21,860","22,624","1,775","1,904","8,796","10,149",4.652406417,790.7735632,4072.086207,51.45150301,0.600601202,0.1001002,0,0.1001002,0.300300601,41.64168337,5.705711423,100,0,0,0
Western Province,Nyamasheke,Cyato,NyamashekeCyato,"23,866","26,996",,,"12,548","14,448",4.563430311,0,5915.725268,4.824096386,94.77339357,0,0,0,0.201004016,0,0.301506024,74.0220662,25.9779338,0,0
Western Province,Nyamasheke,Gihombo,NyamashekeGihombo,"24,817","29,843",,,"14,099","15,744",4.414160865,0,6760.741376,12.11211211,87.38738739,0,0,0,0.2002002,0,0.3003003,87.76355422,12.13644578,0,0
Western Province,Nyamasheke,Kagano,NyamashekeKagano,"33,377","39,994","4,765","5,184","14,282","15,763",4.515020973,2203.533507,6654.454139,7.422289157,88.16475904,0,0.100301205,0,0.20060241,0.20060241,3.811445783,61.72357071,38.17642929,0,0
Western Province,Nyamasheke,Kanjongo,NyamashekeKanjongo,"32,889","40,341","7,273","7,559","11,968","13,541",4.39341917,3375.95832,5806.183979,0.808897877,94.84327604,0,0,0,0.707785642,0,3.640040445,56.9,43,0,0
Western Province,Nyamasheke,Karambi,NyamashekeKarambi,"26,930","29,726",,,"14,082","15,644",4.400622038,0,6754.954128,3.275409836,95.90809426,0,0,0,0.307069672,0,0.40942623,94.2,5.7,0,0
Western Province,Nyamasheke,Karengera,NyamashekeKarengera,"29,657","32,504",,,"15,399","17,105",4.663363493,0,6970.076437,31.85035389,9.201213347,0.101112235,0,0,1.213346815,46.61274014,11.02123357,99.6995988,0.2004012,0,0
Western Province,Nyamasheke,Kirimbi,NyamashekeKirimbi,"22,434","25,647",,,"12,092","13,555",4.530482417,0,5660.986543,9.009009009,90.19019019,0,0,0,0.1001001,0,0.700700701,88.66573146,11.43426854,0,0
Western Province,Nyamasheke,Macuba,NyamashekeMacuba,"28,708","33,319",,,"15,818","17,501",4.529611981,0,7355.817704,3.403403403,95.3953954,0,0.1001001,0,0.4004004,0,0.700700701,72.41725176,27.58274824,0,0
Western Province,Nyamasheke,Mahembe,NyamashekeMahembe,"16,799","20,043",,,"9,519","10,524",4.234920635,0,4732.792354,14.61705348,84.87971746,0,0,0,0,0,0.403229062,83.3,16.4,0,0.2
Western Province,Nyamasheke,Nyabitekeri,NyamashekeNyabitekeri,"29,766","29,293",,,"13,663","15,630",4.70978121,0,6219.609509,78.89486922,1.206036217,0,0,0,0.502515091,13.46740443,5.82917505,99.5995996,0.4004004,0,0
Western Province,Nyamasheke,Rangiro,NyamashekeRangiro,"14,720","17,967",,,"8,354","9,613",4.528358961,0,3967.662492,3.815215215,95.78198198,0.1004004,0,0,0.200800801,0,0.401601602,76.52958877,23.47041123,0,0
Western Province,Nyamasheke,Ruharambuga,NyamashekeRuharambuga,"24,649","28,180",511,506,"12,733","14,430",4.664507557,218.0294463,5823.337119,16.27979695,1.61786802,0,0,0,0.303350254,71.28730964,10.11167513,99.9,0,0,0
Western Province,Nyamasheke,Shangi,NyamashekeShangi,"26,453","28,064","1,098","1,251","12,016","13,699",4.783714578,491.041002,5375.529743,49.94985015,2.102097902,0.1000999,0.1000999,0,0.2001998,43.94385614,3.803796204,99.7997998,0.2002002,0,0
Southern Province,Nyanza,Busasamana,NyanzaBusasamana,"42,870","50,661","13,657","14,847","10,635","11,522",3.716083916,7670.440346,5962.459541,13.54066265,78.73644578,0,0.300903615,0.100301205,0.702108434,0,6.519578313,62.2,37.7,0,0
Southern Province,Nyanza,Busoro,NyanzaBusoro,"34,037","39,644",,,"19,054","20,590",3.925555115,0,10098.95386,23.87168675,75.32620482,0,0,0,0.100301205,0,0.601807229,56,43.9,0,0
Southern Province,Nyanza,Cyabakamyi,NyanzaCyabakamyi,"22,273","23,199",,,"10,989","12,210",3.711701617,0,6250.233019,6.112224449,93.08617234,0,0,0,0.100200401,0,0.701402806,10.81082164,89.08917836,0,0
Southern Province,Nyanza,Kibilizi,NyanzaKibilizi,"32,243","40,939",,,"19,705","21,234",3.977553202,0,10292.50847,64.79438315,33.90170512,0,0,0,0.100300903,0,1.203610833,78.2,21.7,0,0
Southern Province,Nyanza,Kigoma,NyanzaKigoma,"35,297","41,004",,,"19,736","21,268",3.878951353,0,10570.89823,17.03406814,82.56513026,0,0,0,0,0,0.400801603,32.1,67.8,0,0
Southern Province,Nyanza,Mukingo,NyanzaMukingo,"50,756","45,708",,,"25,312","20,396",3.831408548,0,11929.81626,6.720180723,92.07650602,0,0.20060241,0,0.20060241,0,0.702108434,21.7,78.2,0,0
Southern Province,Nyanza,Muyira,NyanzaMuyira,"35,544","42,041",,,"20,085","21,956",3.861162192,0,10888.1725,48.54578313,50.55180723,0,0,0,0,0,0.802409639,66.7,33.2,0,0
Southern Province,Nyanza,Ntyazo,NyanzaNtyazo,"26,740","33,826","2,558","2,703","13,644","14,921",3.948702899,1332.336247,7234.021077,56.25636911,42.64272818,0,0,0,0.200200602,0,0.700702106,85.68568569,14.31431431,0,0
Southern Province,Nyanza,Nyagisozi,NyanzaNyagisozi,"25,939","28,092",,,"13,539","14,553",3.891183809,0,7219.396815,55.82306921,43.77492477,0,0,0,0.100401204,0,0.401604814,23.1,76.8,0,0
Southern Province,Nyanza,Rwabicuma,NyanzaRwabicuma,"18,020","20,604",,,"9,731","10,873",3.747905282,0,5497.47084,16.8337011,80.96208626,0,0,0,1.603209629,0,0.501003009,19.2,80.6,0,0
City of Kigali,Nyarugenge,Gitega,NyarugengeGitega,"28,728","26,668","13,699","12,969",,,3.234737225,8244.25545,0,62.03045685,32.58883249,0,0.609137056,0.101522843,0.507614213,0.203045685,3.959390863,99.8,0.1,0,0
City of Kigali,Nyarugenge,Kanyinya,NyarugengeKanyinya,"21,859","31,026","7,537","6,900","8,239","8,350",3.574927787,4038.403251,4640.373453,42.02548618,55.11371546,0,1.022517912,0.102251791,0,0,1.636028659,99.7,0.2,0,0
City of Kigali,Nyarugenge,Kigali,NyarugengeKigali,"30,023","61,499","23,303","20,882","8,821","8,493",3.42778181,12890.26036,5051.079958,41.97741935,50.62289282,0,1.041623309,0,0.312486993,0.104162331,6.041415193,99.6,0.3,0,0
City of Kigali,Nyarugenge,Kimisagara,NyarugengeKimisagara,"46,753","56,534","28,905","27,629",,,3.430023123,16482.10463,0,21.28169597,72.00651499,0,0.82647363,0.103309204,1.65294726,0,4.029058945,99.7,0.2,0,0
City of Kigali,Nyarugenge,Mageregere,NyarugengeMageregere,"23,407","59,747","17,361","17,869","16,677","7,840",3.785416332,9306.770222,6476.698425,33.33071121,63.42543103,0,0.970797414,0,0.107866379,0,2.265193966,99.1,0.8,0,0
City of Kigali,Nyarugenge,Muhima,NyarugengeMuhima,"29,768","22,531","12,286","10,245",,,3.114541979,7234.129497,0,27.81725888,55.83756345,0,1.827411168,1.218274112,1.827411168,0.304568528,11.16751269,99.5,0.2,0.1,0
City of Kigali,Nyarugenge,Nyakabanda,NyarugengeNyakabanda,"25,666","29,580","14,752","14,828",,,3.476426214,8508.738048,0,36.19550562,52.96404494,0,2.760674157,0.102247191,0.408988764,0.102247191,7.566292135,99.6,0.2,0.1,0
City of Kigali,Nyarugenge,Nyamirambo,NyarugengeNyamirambo,"40,292","55,315","27,838","27,477",,,3.558831119,15543.02471,0,31.44957983,55.6657563,0,4.507773109,0.104831933,0.628991597,0,7.443067227,98.8,0.9,0.2,0
City of Kigali,Nyarugenge,Nyarugenge,NyarugengeNyarugenge,"21,302","16,665","8,806","7,859",,,3.191295938,5222.016486,0,39.22774869,41.63371728,0,4.184293194,1.255287958,1.882931937,0.20921466,11.50680628,98.29659319,0.70140281,1.00200401,0
City of Kigali,Nyarugenge,Rwezamenyo,NyarugengeRwezamenyo,"16,763","14,754","7,556","7,198",,,3.385149202,4358.448954,0,28.82125257,49.95,0,5.948870637,0.307700205,0.512833676,0,14.35934292,98.88663968,0.70850202,0.4048583,0
Southern Province,Nyaruguru,Busanze,NyaruguruBusanze,"27,190","29,795",,,"14,369","15,426",4.416852099,0,6745.754517,59.61935807,39.47903711,0,0,0,0,0.300601805,0.501003009,21.26385542,78.63614458,0,0
Southern Province,Nyaruguru,Cyahinda,NyaruguruCyahinda,"21,377","24,929",,,"11,952","12,977",4.531210191,0,5501.620748,67.63527054,31.76352705,0,0,0.100200401,0.100200401,0.300601202,0.100200401,16.11611612,83.88388388,0,0
Southern Province,Nyaruguru,Kibeho,NyaruguruKibeho,"21,456","25,885","3,718","3,923","8,608","9,636",4.060199084,1881.927423,4493.375725,75.42650602,21.56475904,0,0,0.20060241,0.100301205,1.003012048,1.604819277,51.90391174,47.99608826,0,0
Southern Province,Nyaruguru,Kivu,NyaruguruKivu,"17,719","19,812",,,"9,536","10,276",4.493981376,0,4408.562996,97.88944724,1.005025126,0,0,0.201005025,0,0.603015075,0.301507538,38.9780341,60.9219659,0,0
Southern Province,Nyaruguru,Mata,NyaruguruMata,"13,900","16,117",,,"7,780","8,337",4.102982411,0,3928.118228,80.98098098,13.31331331,0,0.1001001,0,0,2.002002002,3.603603604,47.94799599,51.95200401,0,0
Southern Province,Nyaruguru,Muganza,NyaruguruMuganza,"19,208","21,383",,,"10,201","11,182",4.423978428,0,4833.432249,75.37537538,21.92192192,0,0,0,0,1.901901902,0.800800801,28.75745746,71.34254254,0,0
Southern Province,Nyaruguru,Munini,NyaruguruMunini,"15,994","19,760",,,"9,642","10,118",4.35207824,0,4540.359551,80.16226034,14.50171544,0,0,0,0,4.128960646,1.007063572,35.97187187,64.12812813,0,0
Southern Province,Nyaruguru,Ngera,NyaruguruNgera,"22,440","24,242",,,"11,477","12,765",4.033816425,0,6009.693413,70.72520161,27.96814516,0,0,0,0,0.704233871,0.402419355,17.06827309,82.93172691,0,0
Southern Province,Nyaruguru,Ngoma,NyaruguruNgoma,"22,950","24,358",,,"11,514","12,844",4.088877688,0,5957.135884,85.34102307,13.9557673,0,0.100401204,0.100401204,0,0.301203611,0.301203611,15.44629259,84.65370741,0,0
Southern Province,Nyaruguru,Nyabimata,NyaruguruNyabimata,"16,953","18,843",,,"8,850","9,993",4.385045423,0,4297.104861,80.90452261,17.98994975,0,0,0.100502513,0,0.904522613,0.100502513,26.57965932,73.52034068,0,0
Southern Province,Nyaruguru,Nyagisozi,NyaruguruNyagisozi,"18,275","19,674",,,"9,470","10,204",4.234482759,0,4646.140065,58.91783567,40.18036072,0,0,0.100200401,0,0.200400802,0.601202405,15.03006012,84.96993988,0,0
Southern Province,Nyaruguru,Ruheru,NyaruguruRuheru,"35,599","27,712",,,"13,095","14,617",4.534731324,0,6111.056647,63.08945783,33.60090361,0,0,0,0,0.802409639,2.407228916,46.03811434,53.96188566,0,0
Southern Province,Nyaruguru,Ruramba,NyaruguruRuramba,"17,126","18,705",,,"8,915","9,790",4.321387283,0,4328.471108,94.4891675,3.206419258,0,0,0,0,1.503009027,0.701404213,39.8,60.1,0,0
Southern Province,Nyaruguru,Rusenge,NyaruguruRusenge,"24,147","26,911",,,"12,853","14,058",4.283415644,0,6282.603005,86.3041289,13.39375629,0,0,0,0,0.201409869,0.100704935,21.32132132,78.67867868,0,0
Western Province,Rubavu,Bugeshi,RubavuBugeshi,"29,687","33,892","2,031","2,262","14,225","15,374",4.231885903,1014.441338,6994.281196,59.50358272,12.99989463,0.845521602,0,0,1.056902002,24.94288725,0.951211802,100.1,0,0,0
Western Province,Rubavu,Busasamana,RubavuBusasamana,"31,253","40,542","2,162","2,373","17,237","18,770",4.377484167,1035.983187,8225.50091,52.19723926,39.5309816,1.021472393,0,0,0.715030675,5.924539877,0.510736196,99.5997994,0.2002006,0,0
Western Province,Rubavu,Cyanzarwe,RubavuCyanzarwe,"29,615","38,977","3,121","3,400","15,541","16,915",4.581305115,1423.393517,7084.444102,2.50501002,91.98396794,0.100200401,0.100200401,0,1.20240481,4.008016032,0.100200401,81.08124373,18.71875627,0,0
Western Province,Rubavu,Gisenyi,RubavuGisenyi,"53,603","51,594","25,456","26,138",,,3.8878978,13270.41055,0,0.617938144,70.85690722,0.102989691,0.823917526,0.205979381,1.338865979,0.102989691,25.85041237,99.5995996,0.3003003,0.1001001,0
Western Province,Rubavu,Kanama,RubavuKanama,"29,220","37,584","7,891","8,597","9,847","11,249",4.419609228,3730.646568,4773.272684,5.421708543,93.27346734,0,0,0,0.20080402,0,1.004020101,26.84012036,73.75987964,0,0
Western Province,Rubavu,Kanzenze,RubavuKanzenze,"21,309","23,127","8,727","9,912","2,094","2,394",4.319871674,4314.711502,1038.91975,13.92532795,79.81836529,0.504540868,0.201816347,0,0.403632694,4.439959637,0.706357215,84.18426854,15.71573146,0,0
Western Province,Rubavu,Mudende,RubavuMudende,"26,031","32,077","3,989","4,381","11,264","12,443",4.268766756,1960.75365,5553.594599,61.19711042,28.99896801,2.57997936,0,0,0.92879257,5.056759546,1.238390093,97.89868819,1.30131181,0,0
Western Province,Rubavu,Nyakiriba,RubavuNyakiriba,"30,068","50,834","11,600","12,785","17,156","9,293",4.418057743,5519.393684,5986.567297,0.704944501,95.26821393,0,0,0,0.402825429,0,3.424016145,53.5535,46.5465,0,0
Western Province,Rubavu,Nyamyumba,RubavuNyamyumba,"37,491","48,718","10,039","10,320","13,689","14,670",4.468233566,4556.386702,6346.803403,2.106325301,96.28915663,0,0.100301205,0,0.300903614,0,1.103313253,67.16716717,32.83283283,0,0
Western Province,Rubavu,Nyundo,RubavuNyundo,"30,417","42,305","7,939","8,777","12,123","13,466",4.456907478,3750.582682,5741.424996,2.605205205,95.08998999,0,0.1002002,0,0.1002002,0,2.204404404,26,73.9,0,0
Western Province,Rubavu,Rubavu,RubavuRubavu,"42,394","80,107","31,948","33,947","6,816","7,396",4.328951639,15221.93027,3283.011959,1.913393756,93.05135952,0.100704935,0.201409869,0.100704935,0.402819738,0.100704935,4.128902316,95.4,4.4,0,0
Western Province,Rubavu,Rugerero,RubavuRugerero,"42,574","66,926","27,445","29,208","4,959","5,314",4.255394996,13313.2177,2414.11197,2.108433735,93.57429719,0.100401606,0,0,0.502008032,0,3.714859438,82.16432866,17.83567134,0,0
Southern Province,Ruhango,Bweramana,RuhangoBweramana,"29,095","31,152","2,954","3,076","12,072","13,050",3.686878257,1635.530001,6813.894642,2.834077079,93.82819473,0,0,0,0.809736308,0,2.327991886,27.7,72.3,0,0
Southern Province,Ruhango,Byimana,RuhangoByimana,"33,903","40,046","2,550","2,842","16,563","18,091",3.767606298,1431.147411,9197.882491,7.149949749,89.62613065,0,0,0,0.302110553,0,3.121809045,21.3,78.6,0,0
Southern Province,Ruhango,Kabagali,RuhangoKabagali,"23,855","25,602",829,976,"11,193","12,604",3.754961047,480.6973968,6337.482521,5.740221774,93.75695565,0,0,0,0.20141129,0,0.20141129,8.70871743,91.19128257,0,0
Southern Province,Ruhango,Kinazi,RuhangoKinazi,"43,658","51,016","2,359","2,625","22,098","23,934",3.897728142,1278.693592,11809.95655,5.81746988,93.48072289,0,0.100301205,0,0,0,0.501506024,37.63763764,62.36236236,0,0
Southern Province,Ruhango,Kinihira,RuhangoKinihira,"24,960","25,932",516,560,"11,765","13,091",3.70303117,290.5727634,6712.338855,1.401401401,97.5975976,0,0,0,0.2002002,0,0.800800801,9.00900901,90.89089089,0,0.1001001
Southern Province,Ruhango,Mbuye,RuhangoMbuye,"41,004","45,747",,,"22,111","23,636",3.876261555,0,11801.83518,4.242467139,95.15247725,0,0,0,0.202022245,0,0.303033367,15.2,84.7,0,0
Southern Province,Ruhango,Mwendo,RuhangoMwendo,"25,965","25,908",,,"12,485","13,423",3.839857651,0,6747.125116,5.315963855,93.98222892,0,0,0,0.100301205,0,0.501506024,6.2,93.8,0,0
