Province,District,Sector,Identifier,pop2012,pop2022,pop2022_urbM,pop2022_urbF,pop2022_rurM,pop2022_rurF,sector_household_size,nDwellings_urb,nDwellings_rur,Wood with mud,Sun dried bricks,All non durable wall materials,Cement blocks,Concrete,Stone,Timber,Burnt bricks,Roof Iron Sheets,Roof Tiles,Roof Concrete,Roof Grass
Southern Province,Gisagara,Ndora,GisagaraNdora,"23,813","30,171","1,681","1,861","12,440","14,189",3.80945122,929.7927171,6990.245698,75.12537613,23.06920762,0,0,0,0,0,1.805416249,27.22722723,72.77277277,0,0
Southern Province,Gisagara,Nyanza,GisagaraNyanza,"18,929","19,627",,,"9,281","10,346",3.871490708,0,5069.62343,76.3359596,22.75979798,0,0,0.100707071,0,0,0.503535354,12.2,87.8,0,0
Southern Province,Gisagara,Save,GisagaraSave,"28,436","30,941","2,454","2,736","12,238","13,513",3.711306654,1398.429309,6938.526617,56.84173387,41.04677419,0,0,0,0.201209677,0,1.710282258,40.6,59.3,0,0
Southern Province,Huye,Gishamvu,HuyeGishamvu,"13,274","14,676",,,"6,931","7,745",3.911835426,0,3751.691572,36.02356495,61.95649547,0,0.100906344,0,0.302719033,0,1.816314199,34.13640923,65.96359077,0,0
Southern Province,Huye,Huye,HuyeHuye,"21,931","28,232","1,756","1,820","11,639","13,017",3.783514858,945.1528893,6516.691734,18.71873747,75.7758517,0,0,0,0.500501002,0,4.90490982,57.35741483,42.54258517,0,0
Southern Province,Huye,Karama,HuyeKarama,"16,439","18,323",,,"8,597","9,726",4.109389039,0,4458.813665,74.14829659,24.24849699,0,0,0,0.100200401,0,1.503006012,28.25656971,71.64343029,0,0
Southern Province,Huye,Kigoma,HuyeKigoma,"24,786","25,455",,,"12,050","13,405",3.826387844,0,6652.488205,81.88196393,17.21723447,0,0,0,0,0,0.800801603,37.4,62.6,0,0
Southern Province,Huye,Kinazi,HuyeKinazi,"25,830","33,114",,,"15,708","17,406",3.870775348,0,8554.875193,42.75628141,56.53889447,0,0.100603015,0,0,0,0.704221106,64.3,35.7,0,0
Southern Province,Huye,Maraba,HuyeMaraba,"24,685","26,807",,,"12,850","13,957",3.880973067,0,6907.288337,77.09454545,22.09909091,0.100909091,0,0,0,0,0.605454545,34.53456914,65.36543086,0,0
Southern Province,Huye,Mbazi,HuyeMbazi,"31,201","35,807","1,767","1,952","15,282","16,806",3.781653333,983.4322906,8485.177559,15.94789157,80.24096386,0,0,0,0.501506024,0,3.209638554,40.74074074,59.25925926,0,0
Southern Province,Huye,Mukura,HuyeMukura,"20,191","26,340","4,512","5,114","7,790","8,924",3.753575515,2564.488169,4452.821033,34.56920762,57.21454363,0,0.100200602,0,0.801604814,0,7.21444333,54.7,45.3,0,0
Southern Province,Huye,Ngoma,HuyeNgoma,"27,705","35,578","22,957","9,337","1,542","1,742",3.711656442,8700.697521,884.7801653,6.889655173,54.61064909,0,0.607910751,0,2.229006085,0.101318458,35.46146045,86.68677355,13.21322645,0,0
Southern Province,Huye,Ruhashya,HuyeRuhashya,"22,054","24,050",,,"11,369","12,681",3.702032646,0,6496.431097,55.44444444,43.24666667,0,0,0,0,0,1.108888889,35.7,64.2,0,0
Southern Province,Huye,Rusatira,HuyeRusatira,"25,171","29,842",,,"14,211","15,631",3.751575498,0,7954.52471,57.63006012,40.66232465,0,0,0.100400802,0,0,1.807214429,55.6,44.4,0,0
Southern Province,Huye,Rwaniro,HuyeRwaniro,"21,595","23,239",,,"11,058","12,181",3.849734924,0,6036.519516,74.51804124,23.8457732,0,0,0,0.102783505,0,1.233402062,43.5,56.3,0,0
Southern Province,Huye,Simbi,HuyeSimbi,"22,137","23,284",,,"11,053","12,231",3.83903487,0,6065.066035,60.12036108,39.0782347,0.100200602,0,0,0,0,0.601203611,32.2,67.7,0,0
Southern Province,Huye,Tumba,HuyeTumba,"31,399","37,153","14,640","15,889","3,147","3,477",3.724815227,8196.111253,1778.343245,14.22848546,66.6334002,0,0.300601805,0.100200602,1.903811434,0.200401204,16.5330993,81.21212121,18.78787879,0,0
Southern Province,Kamonyi,Gacurabwenge,KamonyiGacurabwenge,"27,850","36,859","6,868","7,513","10,757","11,721",3.852574185,3732.828833,5834.540471,10.36223565,86.82145015,0,0.201208459,0,0.301812689,0,2.213293051,68.06806807,31.93193193,0,0
Southern Province,Kamonyi,Karama,KamonyiKarama,"18,717","20,879",,,"9,926","10,953",3.924957683,0,5319.547798,11.21121121,87.88788789,0,0,0,0.2002002,0,0.700700701,50.9,49,0,0
Southern Province,Kamonyi,Kayenzi,KamonyiKayenzi,"22,787","25,209",,,"12,289","12,920",3.821466525,0,6596.682147,12.91292585,86.08617234,0,0,0,0,0,0.900901804,62.4,37.6,0,0
Southern Province,Kamonyi,Kayumbu,KamonyiKayumbu,"15,530","17,106",,,"8,262","8,844",3.738084827,0,4576.140133,5.705705706,92.49249249,0,0,0,0.2002002,0,1.601601602,20.1,79.9,0,0
Southern Province,Kamonyi,Mugina,KamonyiMugina,"38,709","45,894","5,827","6,307","16,086","17,674",3.899056042,3112.03529,8658.505965,6.613226453,92.68537074,0,0,0,0.200400802,0,0.501002004,40.3,59.7,0,0
Southern Province,Kamonyi,Musambira,KamonyiMusambira,"34,025","42,198","4,950","5,746","15,063","16,439",3.865975599,2766.701374,8148.525307,7.505070994,91.78498986,0,0.101419878,0,0,0,0.60851927,38.6,61.3,0,0
Southern Province,Kamonyi,Ngamba,KamonyiNgamba,"14,175","16,416",,,"7,991","8,425",3.820321603,0,4297.020436,24.6246493,73.8739479,0,0,0,0.1001002,0,1.301302605,89.9,10.1,0,0
Southern Province,Kamonyi,Nyamiyaga,KamonyiNyamiyaga,"38,945","45,645",,,"21,804","23,841",3.935570122,0,11598.06548,5.929648241,93.46733668,0,0,0,0.201005025,0,0.40201005,36.7,63.2,0,0
Southern Province,Kamonyi,Nyarubaka,KamonyiNyarubaka,"25,155","28,225",,,"13,363","14,862",3.831567509,0,7366.436826,4.6277666,94.16498994,0,0,0,0.503018109,0,0.704225352,21.2,78.7,0,0
Southern Province,Kamonyi,Rugarika,KamonyiRugarika,"34,860","59,952","13,351","13,826","15,929","16,846",3.842149131,7073.384991,8530.382055,9.428313253,88.46566265,0,0.300903615,0,0.20060241,0,1.504518072,76.2,23.8,0,0
Southern Province,Kamonyi,Rukoma,KamonyiRukoma,"34,909","39,688","5,925","6,056","13,484","14,223",3.856401723,3106.782141,7184.676803,28.05611222,70.24048096,0,0.100200401,0,0.100200401,0,1.503006012,94.6,5.5,0,0
Southern Province,Kamonyi,Runda,KamonyiRunda,"34,839","72,778","32,452","33,699","3,243","3,384",3.896100413,16978.77185,1700.931521,9.146341463,77.74390244,0.101626016,2.743902439,0.101626016,0.81300813,0,9.349593496,96.3,3.6,0,0
Western Province,Karongi,Bwishyura,KarongiBwishyura,"31,960","40,720","9,255","9,275","10,675","11,515",3.9049932,4745.206727,5682.468282,1.617813765,94.23765182,0.10111336,0.10111336,0,0.303340081,0.10111336,3.437854251,91.09127382,8.70872618,0,0
Western Province,Karongi,Gashari,KarongiGashari,"19,904","21,263",,,"10,156","11,107",4.025724085,0,5281.782742,1.405628141,97.38994975,0,0,0,0.30120603,0,0.80321608,10.4,89.4,0,0.1
Western Province,Karongi,Gishyita,KarongiGishyita,"20,330","23,687",,,"11,212","12,475",3.988197606,0,5939.274414,3.782976555,94.36992864,0,0.10224261,0,0.306727829,0,1.738124363,87.9759519,12.0240481,0,0
Western Province,Karongi,Gitesi,KarongiGitesi,"24,859","29,312",,,"14,125","15,187",4.307850632,0,6804.321343,1.116768293,96.14359756,1.522865854,0,0,0.609146341,0,0.507621951,41.54154154,58.45845846,0,0
Western Province,Karongi,Mubuga,KarongiMubuga,"18,485","23,455",,,"11,144","12,311",4.018890606,0,5836.187719,2.653061225,96.2244898,0,0,0,0.204081633,0,0.918367347,82.04613842,17.95386158,0,0
Western Province,Karongi,Murambi,KarongiMurambi,"21,530","22,374",,,"10,484","11,890",3.886533449,0,5756.801091,0.604828974,97.98229376,0,0,0,0.302414487,0,1.310462777,13.0260521,86.77354709,0,0.2004008
Western Province,Karongi,Murundi,KarongiMurundi,"26,042","27,236",,,"12,909","14,327",3.863184786,0,7050.141661,2.710843374,96.68674699,0,0,0,0.100401606,0,0.502008032,11.02204409,88.97795591,0,0
Western Province,Karongi,Mutuntu,KarongiMutuntu,"23,084","25,652",,,"12,237","13,415",4.26655574,0,6012.343811,12.87082907,86.52057318,0,0,0,0.102149437,0,0.306448311,18.73747495,81.16232465,0,0.1002004
Western Province,Karongi,Rubengera,KarongiRubengera,"33,019","40,337","7,268","7,744","11,920","13,405",3.889941057,3859.18444,6510.381424,1.611267606,95.36690141,0,0.100704225,0,0.402816901,0,2.618309859,58.5,41.4,0,0
Western Province,Karongi,Rugabano,KarongiRugabano,"32,717","34,207",,,"16,223","17,984",4.127097164,0,8288.392215,1.31713996,92.70638945,0,0,0,0.303955375,0,5.572515213,11.41142285,88.48857715,0,0
Western Province,Karongi,Ruganda,KarongiRuganda,"17,508","19,132",,,"9,184","9,948",4.063522413,0,4708.23046,1.603209629,97.69558676,0,0,0,0.200401204,0,0.400802407,9.30930931,90.59059059,0,0.1001001
Western Province,Karongi,Rwankuba,KarongiRwankuba,"37,802","38,286",,,"18,157","20,129",4.555185141,0,8404.927311,32.09255533,66.49899396,0,0,0,0.100603622,0,1.307847083,62.46252505,37.43747495,0,0
Western Province,Karongi,Twumba,KarongiTwumba,"24,568","28,208",,,"13,468","14,740",4.144959529,0,6805.374046,6.091463415,91.575,0,0,0,1.725914634,0,0.507621951,51.5515,48.5485,0,0
Eastern Province,Kayonza,Gahini,KayonzaGahini,"32,650","46,009","3,749","4,168","18,700","19,392",4.121165919,1921.058301,9243.015386,53.91609658,43.57464789,0.803219316,0.100402415,0,0.200804829,0,1.204828974,99.9,0,0,0
Eastern Province,Kayonza,Kabare,KayonzaKabare,"34,460","40,228",,,"19,336","20,892",3.986219887,0,10091.76642,17.81785356,81.68184554,0,0,0,0.200200602,0,0.100100301,99.7,0.2,0,0
Eastern Province,Kayonza,Kabarondo,KayonzaKabarondo,"30,588","37,839","8,708","9,199","9,543","10,389",3.868518139,4628.904236,5152.360486,52.72674067,41.81775984,0,0.404036327,0,0.60605449,0,4.545408678,99.8,0,0.1,0
Eastern Province,Kayonza,Mukarange,KayonzaMukarange,"42,055","54,818","14,517","14,959","12,227","13,115",3.726225373,7910.417929,6800.98423,37.111334,53.66098295,0,0.200601805,0,0.902708124,0,8.124373119,99.7,0.2,0,0
Eastern Province,Kayonza,Murama,KayonzaMurama,"19,945","23,381",,,"11,169","12,212",3.952098849,0,5916.096963,64.59339339,34.1021021,0.1003003,0,0,0.200600601,0,1.203603604,99.7,0.3,0,0
Eastern Province,Kayonza,Murundi,KayonzaMurundi,"35,742","57,809",937,963,"27,420","28,489",4.101279318,463.2700806,13632.08786,19.79899497,77.5879397,1.206030151,0,0.100502513,0.201005025,0,1.105527638,98.19938962,0.30061038,0,0
Eastern Province,Kayonza,Mwiri,KayonzaMwiri,"22,933","37,931",,,"18,640","19,291",4.301135074,0,8818.834877,19.91888889,77.04666667,1.112222222,0.505555556,0,0.303333333,0,1.213333333,98.6995935,0.1004065,0,0
Eastern Province,Kayonza,Ndego,KayonzaNdego,"18,918","24,389",,,"11,908","12,481",4.0657277,0,5998.680139,3.112474849,96.18551308,0.502012072,0,0,0,0,0,99.1,0.1,0,0
Eastern Province,Kayonza,Nyamirama,KayonzaNyamirama,"30,528","38,562",385,390,"17,957","19,830",3.975655044,194.9364297,9504.59725,68.96883117,28.72867133,0.1000999,0.1000999,0,0.500499501,0,1.801798202,99.9,0.1,0,0
Eastern Province,Kayonza,Rukara,KayonzaRukara,"31,176","38,231","3,472","3,624","14,936","16,199",4.074244697,1741.672513,7641.907229,73.64744233,24.54914744,0,0,0.100200602,0.100200602,0,1.503009027,100,0,0,0
Eastern Province,Kayonza,Ruramira,KayonzaRuramira,"16,937","21,185",,,"10,022","11,163",3.851865332,0,5499.932675,94.9949,3.7037,0.1001,0,0,0.1001,0,1.2012,99.9,0,0,0
Eastern Province,Kayonza,Rwinkwavu,KayonzaRwinkwavu,"28,225","36,774",,,"17,822","18,952",3.972207202,0,9257.825216,15.93183183,83.06596597,0,0.1002002,0,0.300600601,0,0.701401401,99.3,0.6,0,0
City of Kigali,Kicukiro,Gahanga,KicukiroGahanga,"27,808","79,082","40,127","38,955",,,3.448935891,22929.39112,0,9.947216274,82.03779443,0,1.390471092,0.106959315,0.534796574,0,5.882762313,99.4,0.4,0.1,0
City of Kigali,Kicukiro,Gatenga,KicukiroGatenga,"48,640","67,084","34,465","32,619",,,3.498977612,19172.45762,0,11.08985823,76.43304253,0,2.826826609,0.1087241,0.761068702,0,8.480479826,99.4994995,0.4004004,0.1001001,0
City of Kigali,Kicukiro,Gikondo,KicukiroGikondo,"17,146","19,803","11,383","8,420",,,3.515374621,5633.254528,0,5.93654043,74.51381781,0,6.038894575,0.511770727,1.740020471,0.102354145,11.15660184,99.2992,0.5005,0.3003,0
City of Kigali,Kicukiro,Kagarama,KicukiroKagarama,"14,385","21,277","10,839","10,438",,,3.889711325,5470.071741,0,8.210958904,37.686196,0.105268704,13.79020021,1.157955743,2.526448894,0.105268704,36.31770285,96.0960961,2.8028028,1.1011011,0
City of Kigali,Kicukiro,Kanombe,KicukiroKanombe,"44,426","72,346","36,321","36,025",,,3.605396459,20066.0318,0,3.703703704,73.96514161,0,3.594771242,0.544662309,1.633986928,0.108932462,16.44880174,99.1,0.5,0.3,0
City of Kigali,Kicukiro,Kicukiro,KicukiroKicukiro,"16,450","14,039","7,328","6,711",,,3.097175895,4532.839101,0,1.848049281,78.23408624,0,5.544147844,0.821355236,1.12936345,0.205338809,12.21765914,99.2,0.4,0.3,0
City of Kigali,Kicukiro,Kigarama,KicukiroKigarama,"43,907","63,153","32,243","30,910",,,3.562998135,17724.6795,0,16.09808102,70.36247335,0,6.289978678,0.106609808,1.066098081,0.106609808,5.970149254,98.6,1.2,0.1,0
City of Kigali,Kicukiro,Masaka,KicukiroMasaka,"39,548","78,788","36,479","37,778","2,260","2,271",3.676959843,20195.21648,1232.268013,1.458678612,80.56394177,0,2.805151176,0.112206047,0.785442329,0.112206047,14.36237402,98.9,1.1,0,0
City of Kigali,Kicukiro,Niboye,KicukiroNiboye,"26,197","26,912","13,652","13,260",,,3.534371289,7614.366969,0,2.231668438,56.4293305,0.106269926,10.73326249,0.425079702,2.444208289,0.106269926,27.52391073,97.19729459,2.50250501,0.2002004,0
City of Kigali,Kicukiro,Nyarugunga,KicukiroNyarugunga,"40,057","49,247","24,018","25,229",,,3.890496864,12658.28035,0,2.320685841,59.12223451,0,7.293584071,0.442035398,2.873230089,0.11050885,27.73772124,98.5985,1.3013,0.2002,0
Eastern Province,Kirehe,Gahara,KireheGahara,"39,484","44,462",,,"21,105","23,357",4.025095126,0,11046.19856,37.8,60.2,0,0,0,0.1,0,1.9,98.1,1.8,0,0
Eastern Province,Kirehe,Gatore,KireheGatore,"26,923","31,687",,,"15,055","16,632",4.029531568,0,7863.693202,53.00611836,45.09027081,0,0.300601805,0,0.100200602,0,1.402808425,99.4,0.7,0,0
Eastern Province,Kirehe,Kigarama,KireheKigarama,"31,149","37,136",,,"17,878","19,258",3.938766847,0,9428.331618,14.81866801,83.8716448,0,0.100807265,0,0.504036327,0,0.604843592,98.6,1.3,0,0
Eastern Province,Kirehe,Kigina,KireheKigina,"26,909","34,642","3,480","3,636","13,186","14,340",3.878015935,1834.958937,7097.959487,50.2003003,45.89169169,0,0.601201201,0.1002002,0.2004004,0,3.106206206,99.9,0.1,0,0
Eastern Province,Kirehe,Kirehe,KireheKirehe,"23,784","29,547","3,332","3,535","10,665","12,015",3.864059835,1777.146394,5869.474328,56.23174442,39.51419878,0,0.303955375,0,0.303955375,0,3.546146045,99.9,0.1,0,0
Eastern Province,Kirehe,Mahama,KireheMahama,"23,643","81,014","2,741","2,940","36,838","38,495",4.279642177,1327.447428,17602.63987,15.9798995,83.81909548,0,0,0,0.100502513,0,0.100502513,99.9,0,0,0
Eastern Province,Kirehe,Mpanga,KireheMpanga,"31,771","40,173",,,"19,480","20,693",4.038922764,0,9946.464031,22.622668,74.77492477,0,0.500501505,0,0.600601805,0,1.301303912,99.6996997,0.3003003,0,0
Eastern Province,Kirehe,Musaza,KireheMusaza,"25,444","30,095",,,"14,355","15,740",3.954623175,0,7610.080321,34.3686,62.7252,0.1002,0.1002,0,1.3026,0,1.6032,98.8,1.2,0,0
Eastern Province,Kirehe,Mushikiri,KireheMushikiri,"28,031","32,841",,,"15,833","17,008",3.980955847,0,8249.526311,61.44553661,35.24082247,0,0,0,1.004012036,0,2.409628887,99.8,0.1,0,0
Eastern Province,Kirehe,Nasho,KireheNasho,"26,954","33,665","3,037","3,361","13,040","14,227",4.005357143,1597.360678,6807.632635,11.5115,85.8858,0,1.4014,0.4004,0.4004,0,0.5005,99.7,0.3,0,0
Eastern Province,Kirehe,Nyamugari,KireheNyamugari,"36,754","42,938","1,433","1,544","19,434","20,527",4.045066414,735.9582503,9878.947813,4.3,93.4,0,0.2,0,0.3,0,1.7,99.7,0.2,0,0
Eastern Province,Kirehe,Nyarubuye,KireheNyarubuye,"19,522","22,660",,,"10,871","11,789",4.095868068,0,5532.404761,65.96596597,31.53153153,0,0.1001001,0,0.800800801,0,1.601601602,99.9,0,0,0
Southern Province,Muhanga,Cyeza,MuhangaCyeza,"30,209","34,540","2,069","2,386","14,341","15,744",3.84792318,1157.767396,7818.503279,5.469556244,92.15686275,0,0.103199174,0,0.412796698,0,1.857585139,24.2,75.8,0,0
Southern Province,Muhanga,Kabacuzi,MuhangaKabacuzi,"25,440","28,192",,,"13,427","14,765",3.686428478,0,7647.510366,1.601601602,85.78578579,0,0,0,0.700700701,0,11.91191191,15.7,84.2,0,0
Southern Province,Muhanga,Kibangu,MuhangaKibangu,"20,028","20,326",,,"9,612","10,714",3.850967008,0,5278.154801,2.219959678,94.34828629,0,0,0,0.302721774,0,3.229032258,20.92092092,79.07907908,0,0
Southern Province,Muhanga,Kiyumba,MuhangaKiyumba,"21,766","23,364",,,"11,009","12,355",3.477418393,0,6718.777368,4.408817635,83.56713427,0,0,0,0.701402806,0,11.32264529,12.5,87.4,0,0
Southern Province,Muhanga,Muhanga,MuhangaMuhanga,"25,819","28,700",,,"13,742","14,958",3.832996088,0,7487.61526,1.715454545,97.27636364,0,0,0,0.201818182,0,0.706363636,13.9,86.1,0,0
Southern Province,Muhanga,Mushishiro,MuhangaMushishiro,"20,200","21,071",,,"9,909","11,162",3.848124428,0,5475.654541,1.1011,97.2972,0,0,0,0.4004,0,1.3013,10.6,89.3,0,0
Southern Province,Muhanga,Nyabinoni,MuhangaNyabinoni,"16,780","16,253",,,"7,640","8,613",3.747691597,0,4336.802957,3.30661986,93.38696088,0.300601805,0,0,0.200401204,0,2.705416249,39.91975928,59.97993982,0,0.1003009
Southern Province,Muhanga,Nyamabuye,MuhangaNyamabuye,"44,645","59,961","23,526","25,698","5,284","5,453",3.628714077,13565.13601,2958.899426,1.603209629,85.17051153,0.100200602,0.100200602,0,1.703410231,0,11.2224674,55.7,44.2,0,0
Southern Province,Muhanga,Nyarusange,MuhangaNyarusange,"25,712","28,308",,,"13,585","14,723",3.920965058,0,7219.651178,3.830645161,95.26209677,0,0,0,0.201612903,0,0.705645161,6.8,93.1,0,0
Southern Province,Muhanga,Rongi,MuhangaRongi,"26,851","29,389",,,"13,894","15,495",3.666375437,0,8015.818485,8.917853561,83.4671013,0,0.200401204,0,0.501003009,0,6.813640923,25.1251503,74.7748497,0,0
Southern Province,Muhanga,Rugendabari,MuhangaRugendabari,"16,920","17,363",,,"8,170","9,193",3.637678122,0,4773.099603,0.805633803,98.08591549,0,0,0,0.302112676,0,0.906338028,16.11613226,83.78386774,0,0
Southern Province,Muhanga,Shyogwe,MuhangaShyogwe,"44,771","50,966","19,081","14,492","8,326","9,067",3.934457438,8533.069814,4420.685768,5.09155646,84.11251272,0,0.101831129,0.101831129,0.712817904,0,9.979450661,35.5,64.3,0.1,0
Northern Province,Musanze,Busogo,MusanzeBusogo,"21,512","28,264","9,936","11,207","3,354","3,767",4.066426513,5199.405407,1751.168988,1.925,93.81842105,0,0.10131579,0,0.911842105,0,3.343421053,63,37,0,0
Northern Province,Musanze,Cyuve,MusanzeCyuve,"39,091","62,179","21,320","23,873","8,027","8,959",4.021173271,11238.75967,4224.140283,13.92545455,61.75636364,0.100909091,0.100909091,0,5.449090909,0.100909091,18.46636364,98.8,1.2,0,0
Northern Province,Musanze,Gacaca,MusanzeGacaca,"23,605","30,719","2,580","2,903","12,011","13,225",4.158179848,1318.605784,6069.001563,10.75542553,85.085,0,0.319468085,0,0.532446809,0,3.407659575,56.1,43.8,0,0
Northern Province,Musanze,Gashaki,MusanzeGashaki,"13,648","14,272",,,"6,761","7,511",4.124566474,0,3460.24245,2.219512195,96.43780488,0,0,0,0.332926829,0,1.109756098,33.6336,66.4664,0,0
Northern Province,Musanze,Gataraga,MusanzeGataraga,"22,710","26,721","4,906","5,409","7,780","8,626",4.199589452,2456.192473,3906.572342,21.08416834,71.88697395,0.100400802,0.702805611,0,5.522044088,0,0.903607214,77.3,22.7,0,0
Northern Province,Musanze,Kimonyi,MusanzeKimonyi,"15,589","21,681","7,806","8,852","2,308","2,715",3.845265589,4332.08048,1306.281682,46.9,44.9,0,0.1,0,1.7,0,6.2,96.6,3.4,0,0
Northern Province,Musanze,Kinigi,MusanzeKinigi,"27,221","32,297","3,555","3,439","11,868","13,435",3.858431899,1812.653478,6557.845432,93.03733602,0.908173562,1.614530777,0.100908174,0,0.302724521,0,4.036326943,99.7998998,0.1001002,0,0
Northern Province,Musanze,Muhoza,MusanzeMuhoza,"51,878","69,741","33,394","32,306","1,917","2,124",3.775798817,17400.29149,1070.237106,4.435448137,61.69305136,0,0.201611279,0.201611279,3.024169184,0.10080564,30.44330312,96,3.8,0,0
Northern Province,Musanze,Muko,MusanzeMuko,"18,937","26,472","5,471","6,008","7,025","7,968",3.810580943,3012.401566,3934.570667,28.70131181,68.37961655,0,0,0,1.611301715,0,1.107769929,92.2,7.8,0,0
Northern Province,Musanze,Musanze,MusanzeMusanze,"31,864","47,720","12,205","13,612","10,273","11,630",3.863396838,6682.461337,5669.363236,63.84558233,25.37710843,0.704919679,0.100702811,0,0.604216868,0.100702811,9.566767068,99.4,0.5,0,0
Northern Province,Musanze,Nkotsi,MusanzeNkotsi,"13,546","17,349","3,186","3,453","4,922","5,788",3.801580334,1746.378984,2817.249423,42.24232698,54.55466399,0,0,0,1.10110331,0,1.901905717,88.6,11.3,0,0
Northern Province,Musanze,Nyange,MusanzeNyange,"27,466","31,274","6,543","7,421","8,069","9,241",3.823464644,3652.184942,4527.307458,74.52424547,21.06338028,0.401207244,0,0,1.504527163,0,2.206639839,99.8,0.1,0,0
Northern Province,Musanze,Remera,MusanzeRemera,"19,112","19,987",,,"9,522","10,465",4.026852413,0,4963.429982,7.986870897,90.80962801,0,0,0,0.218818381,0,0.984682713,28.92892893,71.07107107,0,0
Northern Province,Musanze,Rwaza,MusanzeRwaza,"20,926","23,120",479,502,"10,519","11,620",3.822137657,256.6626553,5792.308385,3.042639594,95.43746193,0,0,0,0.20284264,0,1.217055838,55.6,44.3,0,0
Northern Province,Musanze,Shingiro,MusanzeShingiro,"21,162","24,726","1,827","2,065","9,776","11,058",4.053304904,960.2041031,5140.003156,84.18991935,12.68891129,0.503528226,0,0,2.215524194,0,0.302116936,95.69138277,4.30861723,0,0
Eastern Province,Ngoma,Gashanda,NgomaGashanda,"16,309","19,345",,,"9,214","10,131",3.818774704,0,5065.76101,89.87957958,8.116216216,0,0.1002002,0,0.300600601,0,1.703403403,99.9,0,0,0
Eastern Province,Ngoma,Jarama,NgomaJarama,"23,861","31,122",,,"14,942","16,180",4.012382304,0,7756.489199,25.4254,73.9739,0.1001,0,0,0.1001,0,0.5005,96.9,3,0,0
Eastern Province,Ngoma,Karembo,NgomaKarembo,"14,902","17,726",,,"8,445","9,281",3.953358625,0,4483.782444,90.4,6,0,0.1,0,0.5,0,2.9,99.8,0.2,0,0
Eastern Province,Ngoma,Kazo,NgomaKazo,"27,318","32,450","2,071","2,243","13,526","14,610",3.919961311,1100.521066,7177.621862,82.94727273,13.82454545,0,0.100909091,0,0.605454545,0,2.421818182,99.9,0.1,0,0
Eastern Province,Ngoma,Kibungo,NgomaKibungo,"28,338","31,445","7,955","9,132","7,021","7,337",3.779870968,4520.524681,3798.542364,53.43488372,36.46501517,0,0.909100101,0.101011122,0.909100101,0,8.080889788,99.7,0.2,0,0
Eastern Province,Ngoma,Mugesera,NgomaMugesera,"25,716","28,637",,,"13,624","15,013",3.83570279,0,7465.90692,90.99117352,4.604613842,0,0,0,0.400401204,0,3.803811434,99.7,0.3,0,0
Eastern Province,Ngoma,Murama,NgomaMurama,"22,409","26,702",751,851,"11,935","13,165",3.830126364,418.2629625,6553.308589,90,8.3,0,0,0,0.5,0,1.1,100,0,0,0
Eastern Province,Ngoma,Mutenderi,NgomaMutenderi,"20,907","24,915",,,"11,870","13,045",3.863445705,0,6448.90647,75.8759519,21.42144289,0,0.700701403,0,1.101102204,0,0.800801603,99.7,0.3,0,0
Eastern Province,Ngoma,Remera,NgomaRemera,"27,622","32,344","2,677","2,823","12,745","14,099",3.905626134,1408.224907,6873.16171,64.62311558,32.86432161,0,0.201005025,0,0.301507538,0,2.010050251,100,0,0,0
Eastern Province,Ngoma,Rukira,NgomaRukira,"25,250","29,893","1,411","1,417","12,890","14,175",3.985311791,709.6057093,6791.187596,80.26052104,15.73146293,0,0.300601202,0,1.20240481,0,2.50501002,99.8998999,0.1001001,0,0
Eastern Province,Ngoma,Rukumberi,NgomaRukumberi,"28,560","39,420",,,"18,739","20,681",3.941141141,0,10002.17921,31.09318637,68.00380762,0,0.501503006,0,0.100300601,0,0.401202405,99,1,0,0
Eastern Province,Ngoma,Rurenge,NgomaRurenge,"28,555","33,391",,,"15,842","17,549",3.936732767,0,8481.906692,72.27234469,26.72675351,0,0.1001002,0,0.200200401,0,0.600601202,99.9,0.1,0,0
Eastern Province,Ngoma,Sake,NgomaSake,"23,703","28,822","2,824","3,142","10,938","11,918",4.006267409,1489.166696,5705.061012,75.12560241,22.66807229,0.100301205,0,0,0.20060241,0,1.805421687,99.8,0.1,0,0
Eastern Province,Ngoma,Zaza,NgomaZaza,"23,478","27,836",,,"13,300","14,536",3.936618715,0,7071.042947,83.03212851,13.75502008,0,0.100401606,0,0.502008032,0,2.610441767,99.7,0.3,0,0
Western Province,Ngororero,Bwira,NgororeroBwira,"18,632","20,012",,,"9,341","10,671",3.906658856,0,5122.535839,1.005025126,98.89447236,0,0,0,0,0,0.100502513,10.6,89.3,0,0
Western Province,Ngororero,Gatumba,NgororeroGatumba,"23,707","24,952",,,"11,718","13,234",3.788192331,0,6586.782776,0.800800801,98.1981982,0,0,0,0.500500501,0,0.500500501,28.8,71.2,0,0
Western Province,Ngororero,Hindiro,NgororeroHindiro,"24,312","26,040",,,"12,030","14,010",4.01558642,0,6484.731563,1.311830131,97.47906977,0,0,0,0.30273003,0,0.706370071,26.42645291,73.47354709,0,0
Western Province,Ngororero,Kabaya,NgororeroKabaya,"34,085","36,324","4,384","4,652","12,548","14,740",4.138688637,2183.300265,6593.392833,1.321138211,97.25609756,0,0,0,0.304878049,0,1.117886179,23.2,76.8,0,0
Western Province,Ngororero,Kageyo,NgororeroKageyo,"23,080","25,929",,,"12,075","13,854",3.951067073,0,6562.530962,1.321159715,98.27395727,0,0,0,0.304883011,0,0,19.3,80.7,0,0
